1425067395.29,WeMo3,0
1425067395.38,WeMo5,0
1425067395.44,WeMo4,25660
1425067395.52,WeMo6,330
1425067395.54,WeMo1,159090
1425067395.56,WeMo3,0
1425067395.59,WeMo5,0
1425067395.61,WeMo4,25660
1425067395.64,WeMo6,330
1425067395.66,WeMo1,159090
1425067395.69,WeMo3,0
1425067396.12,WeMo5,0
1425067396.15,WeMo4,25660
1425067396.18,WeMo6,325
1425067396.21,WeMo1,158570
1425067396.26,WeMo3,0
1425067396.28,WeMo5,0
1425067396.31,WeMo4,25660
1425067396.33,WeMo6,325
1425067396.35,WeMo1,158570
1425067396.37,WeMo3,0
1425067396.4,WeMo5,0
1425067396.42,WeMo4,25660
1425067396.44,WeMo6,325
1425067396.46,WeMo1,158570
1425067396.47,WeMo3,0
1425067396.5,WeMo5,0
1425067396.53,WeMo4,25655
1425067396.55,WeMo6,325
1425067396.58,WeMo1,158570
1425067396.61,WeMo3,0
1425067396.63,WeMo5,0
1425067396.67,WeMo4,25655
1425067396.69,WeMo6,325
1425067396.71,WeMo1,158570
1425067396.72,WeMo3,0
1425067396.74,WeMo5,0
1425067396.76,WeMo4,25655
1425067396.79,WeMo6,325
1425067396.81,WeMo1,158570
1425067396.83,WeMo3,0
1425067396.85,WeMo5,0
1425067396.87,WeMo4,25655
1425067396.88,WeMo6,335
1425067396.9,WeMo1,158570
1425067396.93,WeMo3,0
1425067396.94,WeMo5,0
1425067396.96,WeMo4,25655
1425067396.98,WeMo6,335
1425067396.99,WeMo1,158200
1425067397.02,WeMo3,0
1425067397.04,WeMo5,0
1425067397.06,WeMo4,25655
1425067397.09,WeMo6,335
1425067397.11,WeMo1,158200
1425067397.13,WeMo3,0
1425067397.15,WeMo5,0
1425067397.17,WeMo4,25655
1425067397.19,WeMo6,335
1425067397.22,WeMo1,158200
1425067397.25,WeMo3,0
1425067397.28,WeMo5,0
1425067397.3,WeMo4,25655
1425067397.33,WeMo6,335
1425067397.34,WeMo1,158200
1425067397.35,WeMo3,0
1425067397.37,WeMo5,0
1425067397.4,WeMo4,25655
1425067397.43,WeMo6,335
1425067397.46,WeMo1,158200
1425067397.48,WeMo3,0
1425067397.49,WeMo5,0
1425067397.52,WeMo4,25650
1425067397.54,WeMo6,335
1425067397.57,WeMo1,158200
1425067397.59,WeMo3,0
1425067397.62,WeMo5,0
1425067397.67,WeMo4,25650
1425067397.68,WeMo6,335
1425067397.7,WeMo1,158200
1425067397.71,WeMo3,0
1425067397.75,WeMo5,0
1425067397.77,WeMo4,25650
1425067397.79,WeMo6,335
1425067397.84,WeMo1,158200
1425067397.85,WeMo3,0
1425067397.87,WeMo5,0
1425067397.88,WeMo4,25650
1425067397.9,WeMo6,340
1425067397.91,WeMo1,158200
1425067397.93,WeMo3,0
1425067397.95,WeMo5,0
1425067397.96,WeMo4,25650
1425067398.01,WeMo6,340
1425067398.03,WeMo1,157630
1425067398.05,WeMo3,0
1425067398.06,WeMo5,0
1425067398.08,WeMo4,25650
1425067398.1,WeMo6,340
1425067398.12,WeMo1,157630
1425067398.14,WeMo3,0
1425067398.15,WeMo5,0
1425067398.17,WeMo4,25650
1425067398.19,WeMo6,340
1425067398.21,WeMo1,157630
1425067398.22,WeMo3,0
1425067398.25,WeMo5,0
1425067398.27,WeMo4,25650
1425067398.28,WeMo6,340
1425067398.3,WeMo1,157630
1425067398.31,WeMo3,0
1425067398.34,WeMo5,0
1425067398.36,WeMo4,25650
1425067398.38,WeMo6,340
1425067398.4,WeMo1,157630
1425067398.42,WeMo3,0
1425067398.44,WeMo5,0
1425067398.46,WeMo4,25640
1425067398.5,WeMo6,340
1425067398.53,WeMo1,157630
1425067398.56,WeMo3,0
1425067398.58,WeMo5,0
1425067398.6,WeMo4,25640
1425067398.62,WeMo6,340
1425067398.66,WeMo1,157630
1425067398.68,WeMo3,0
1425067398.74,WeMo5,0
1425067398.76,WeMo4,25640
1425067398.78,WeMo6,340
1425067398.79,WeMo1,157630
1425067398.82,WeMo3,0
1425067398.83,WeMo5,0
1425067398.85,WeMo4,25640
1425067398.87,WeMo6,345
1425067398.88,WeMo1,157630
1425067398.9,WeMo3,0
1425067398.91,WeMo5,0
1425067398.93,WeMo4,25640
1425067398.94,WeMo6,345
1425067398.96,WeMo1,157630
1425067398.98,WeMo3,0
1425067399.0,WeMo5,0
1425067399.02,WeMo4,25640
1425067399.03,WeMo6,345
1425067399.05,WeMo1,159070
1425067399.07,WeMo3,0
1425067399.08,WeMo5,0
1425067399.1,WeMo4,25640
1425067399.12,WeMo6,345
1425067399.14,WeMo1,159070
1425067399.16,WeMo3,0
1425067399.18,WeMo5,0
1425067399.2,WeMo4,25640
1425067399.22,WeMo6,345
1425067399.24,WeMo1,159070
1425067399.26,WeMo3,0
1425067399.28,WeMo5,0
1425067399.29,WeMo4,25640
1425067399.32,WeMo6,345
1425067399.33,WeMo1,159070
1425067399.35,WeMo3,0
1425067399.38,WeMo5,0
1425067399.41,WeMo4,25640
1425067399.42,WeMo6,345
1425067399.44,WeMo1,159070
1425067399.47,WeMo3,0
1425067399.48,WeMo5,0
1425067399.5,WeMo4,25615
1425067399.52,WeMo6,345
1425067399.54,WeMo1,159070
1425067399.58,WeMo3,0
1425067399.6,WeMo5,0
1425067399.61,WeMo4,25615
1425067399.63,WeMo6,345
1425067399.65,WeMo1,159070
1425067399.67,WeMo3,0
1425067399.68,WeMo5,0
1425067399.7,WeMo4,25615
1425067399.72,WeMo6,345
1425067399.74,WeMo1,159070
1425067399.76,WeMo3,0
1425067399.79,WeMo5,0
1425067399.81,WeMo4,25615
1425067399.83,WeMo6,345
1425067399.85,WeMo1,159070
1425067399.87,WeMo3,0
1425067399.89,WeMo5,0
1425067399.91,WeMo4,25615
1425067399.93,WeMo6,330
1425067399.94,WeMo1,159070
1425067399.95,WeMo3,0
1425067399.98,WeMo5,0
1425067399.99,WeMo4,25615
1425067400.01,WeMo6,330
1425067400.06,WeMo1,158485
1425067400.08,WeMo3,0
1425067400.1,WeMo5,0
1425067400.12,WeMo4,25615
1425067400.14,WeMo6,330
1425067400.15,WeMo1,158485
1425067400.17,WeMo3,0
1425067400.19,WeMo5,0
1425067400.21,WeMo4,25615
1425067400.22,WeMo6,330
1425067400.24,WeMo1,158485
1425067400.25,WeMo3,0
1425067400.27,WeMo5,0
1425067400.29,WeMo4,25615
1425067400.32,WeMo6,330
1425067400.34,WeMo1,158485
1425067400.36,WeMo3,0
1425067400.39,WeMo5,0
1425067400.41,WeMo4,25615
1425067400.42,WeMo6,330
1425067400.45,WeMo1,158485
1425067400.48,WeMo3,0
1425067400.5,WeMo5,0
1425067400.52,WeMo4,25625
1425067400.53,WeMo6,330
1425067400.55,WeMo1,158485
1425067400.57,WeMo3,0
1425067400.59,WeMo5,0
1425067400.6,WeMo4,25625
1425067400.62,WeMo6,330
1425067400.64,WeMo1,158485
1425067400.65,WeMo3,0
1425067400.67,WeMo5,0
1425067400.68,WeMo4,25625
1425067400.71,WeMo6,330
1425067400.73,WeMo1,158485
1425067400.74,WeMo3,0
1425067400.77,WeMo5,0
1425067400.78,WeMo4,25625
1425067400.8,WeMo6,330
1425067400.82,WeMo1,158485
1425067400.84,WeMo3,0
1425067400.86,WeMo5,0
1425067400.87,WeMo4,25625
1425067400.9,WeMo6,345
1425067400.92,WeMo1,158485
1425067400.93,WeMo3,0
1425067400.95,WeMo5,0
1425067400.97,WeMo4,25625
1425067400.99,WeMo6,345
1425067401.01,WeMo1,158485
1425067401.03,WeMo3,0
1425067401.07,WeMo5,0
1425067401.09,WeMo4,25625
1425067401.11,WeMo6,345
1425067401.15,WeMo1,159920
1425067401.18,WeMo3,0
1425067401.19,WeMo5,0
1425067401.23,WeMo4,25625
1425067401.26,WeMo6,345
1425067401.27,WeMo1,159920
1425067401.29,WeMo3,0
1425067401.31,WeMo5,0
1425067401.33,WeMo4,25625
1425067401.34,WeMo6,345
1425067401.37,WeMo1,159920
1425067401.39,WeMo3,0
1425067401.4,WeMo5,0
1425067401.42,WeMo4,25625
1425067401.43,WeMo6,345
1425067401.45,WeMo1,159920
1425067401.47,WeMo3,0
1425067401.49,WeMo5,0
1425067401.5,WeMo4,25590
1425067401.52,WeMo6,345
1425067401.56,WeMo1,159920
1425067401.58,WeMo3,0
1425067401.6,WeMo5,0
1425067401.62,WeMo4,25590
1425067401.63,WeMo6,345
1425067401.65,WeMo1,159920
1425067401.67,WeMo3,0
1425067401.69,WeMo5,0
1425067401.71,WeMo4,25590
1425067401.73,WeMo6,345
1425067401.74,WeMo1,159920
1425067401.76,WeMo3,0
1425067401.77,WeMo5,0
1425067401.8,WeMo4,25590
1425067401.81,WeMo6,345
1425067401.84,WeMo1,159920
1425067401.85,WeMo3,0
1425067401.88,WeMo5,0
1425067401.89,WeMo4,25590
1425067401.91,WeMo6,350
1425067401.93,WeMo1,159920
1425067401.95,WeMo3,0
1425067401.96,WeMo5,0
1425067401.99,WeMo4,25590
1425067402.0,WeMo6,350
1425067402.02,WeMo1,159920
1425067402.04,WeMo3,0
1425067402.06,WeMo5,0
1425067402.08,WeMo4,25590
1425067402.09,WeMo6,350
1425067402.11,WeMo1,160055
1425067402.12,WeMo3,0
1425067402.15,WeMo5,0
1425067402.18,WeMo4,25590
1425067402.2,WeMo6,350
1425067402.22,WeMo1,160055
1425067402.24,WeMo3,0
1425067402.27,WeMo5,0
1425067402.29,WeMo4,25590
1425067402.31,WeMo6,350
1425067402.32,WeMo1,160055
1425067402.35,WeMo3,0
1425067402.37,WeMo5,0
1425067402.39,WeMo4,25590
1425067402.42,WeMo6,350
1425067402.44,WeMo1,160055
1425067402.46,WeMo3,0
1425067402.48,WeMo5,0
1425067402.5,WeMo4,25590
1425067402.51,WeMo6,350
1425067402.54,WeMo1,160055
1425067402.56,WeMo3,0
1425067402.58,WeMo5,0
1425067402.61,WeMo4,25590
1425067402.62,WeMo6,350
1425067402.65,WeMo1,160055
1425067402.69,WeMo3,0
1425067402.72,WeMo5,0
1425067402.75,WeMo4,25590
1425067402.77,WeMo6,350
1425067402.78,WeMo1,160055
1425067402.8,WeMo3,0
1425067402.82,WeMo5,0
1425067402.84,WeMo4,25590
1425067402.86,WeMo6,360
1425067402.88,WeMo1,160055
1425067402.89,WeMo3,0
1425067402.91,WeMo5,0
1425067402.92,WeMo4,25590
1425067402.95,WeMo6,360
1425067402.97,WeMo1,160055
1425067402.99,WeMo3,0
1425067403.01,WeMo5,0
1425067403.03,WeMo4,25590
1425067403.07,WeMo6,360
1425067403.09,WeMo1,159050
1425067403.11,WeMo3,0
1425067403.12,WeMo5,0
1425067403.15,WeMo4,25590
1425067403.17,WeMo6,360
1425067403.19,WeMo1,159050
1425067403.21,WeMo3,0
1425067403.22,WeMo5,0
1425067403.24,WeMo4,25590
1425067403.26,WeMo6,360
1425067403.28,WeMo1,159050
1425067403.31,WeMo3,0
1425067403.32,WeMo5,0
1425067403.34,WeMo4,25590
1425067403.36,WeMo6,360
1425067403.38,WeMo1,159050
1425067403.4,WeMo3,0
1425067403.42,WeMo5,0
1425067403.43,WeMo4,25590
1425067403.45,WeMo6,360
1425067403.47,WeMo1,159050
1425067403.49,WeMo3,0
1425067403.51,WeMo5,0
1425067403.53,WeMo4,25575
1425067403.54,WeMo6,360
1425067403.57,WeMo1,159050
1425067403.59,WeMo3,0
1425067403.6,WeMo5,0
1425067403.62,WeMo4,25575
1425067403.65,WeMo6,360
1425067403.68,WeMo1,159050
1425067403.72,WeMo3,0
1425067403.74,WeMo5,0
1425067403.76,WeMo4,25575
1425067403.79,WeMo6,360
1425067403.81,WeMo1,159050
1425067403.83,WeMo3,0
1425067403.84,WeMo5,0
1425067403.86,WeMo4,25575
1425067403.89,WeMo6,355
1425067403.94,WeMo1,159050
1425067403.95,WeMo3,0
1425067403.98,WeMo5,0
1425067404.0,WeMo4,25575
1425067404.02,WeMo6,355
1425067404.04,WeMo1,159050
1425067404.08,WeMo3,0
1425067404.11,WeMo5,0
1425067404.13,WeMo4,25575
1425067404.17,WeMo6,355
1425067404.21,WeMo1,158740
1425067404.24,WeMo3,0
1425067404.26,WeMo5,0
1425067404.3,WeMo4,25575
1425067404.33,WeMo6,355
1425067404.34,WeMo1,158740
1425067404.36,WeMo3,0
1425067404.38,WeMo5,0
1425067404.45,WeMo4,25575
1425067404.47,WeMo6,355
1425067404.49,WeMo1,158740
1425067404.51,WeMo3,0
1425067404.53,WeMo5,0
1425067404.55,WeMo4,25555
1425067404.57,WeMo6,355
1425067404.61,WeMo1,158740
1425067404.63,WeMo3,0
1425067404.65,WeMo5,0
1425067404.67,WeMo4,25555
1425067404.7,WeMo6,355
1425067404.71,WeMo1,158740
1425067404.73,WeMo3,0
1425067404.75,WeMo5,0
1425067404.76,WeMo4,25555
1425067404.78,WeMo6,355
1425067404.8,WeMo1,158740
1425067404.82,WeMo3,0
1425067404.83,WeMo5,0
1425067404.85,WeMo4,25555
1425067404.86,WeMo6,355
1425067404.88,WeMo1,158740
1425067404.9,WeMo3,0
1425067404.91,WeMo5,0
1425067404.93,WeMo4,25555
1425067404.94,WeMo6,375
1425067404.96,WeMo1,158740
1425067404.98,WeMo3,0
1425067405.0,WeMo5,0
1425067405.02,WeMo4,25555
1425067405.03,WeMo6,375
1425067405.05,WeMo1,158740
1425067405.06,WeMo3,0
1425067405.08,WeMo5,0
1425067405.1,WeMo4,25555
1425067405.11,WeMo6,375
1425067405.13,WeMo1,158440
1425067405.14,WeMo3,0
1425067405.16,WeMo5,0
1425067405.17,WeMo4,25555
1425067405.19,WeMo6,375
1425067405.21,WeMo1,158440
1425067405.23,WeMo3,0
1425067405.24,WeMo5,0
1425067405.26,WeMo4,25555
1425067405.28,WeMo6,375
1425067405.29,WeMo1,158440
1425067405.31,WeMo3,0
1425067405.33,WeMo5,0
1425067405.35,WeMo4,25555
1425067405.37,WeMo6,375
1425067405.39,WeMo1,158440
1425067405.42,WeMo3,0
1425067405.43,WeMo5,0
1425067405.46,WeMo4,25555
1425067405.47,WeMo6,375
1425067405.49,WeMo1,158440
1425067405.51,WeMo3,0
1425067405.53,WeMo5,0
1425067405.55,WeMo4,25525
1425067405.56,WeMo6,375
1425067405.58,WeMo1,158440
1425067405.61,WeMo3,0
1425067405.62,WeMo5,0
1425067405.64,WeMo4,25525
1425067405.66,WeMo6,375
1425067405.67,WeMo1,158440
1425067405.69,WeMo3,0
1425067405.7,WeMo5,0
1425067405.72,WeMo4,25525
1425067405.74,WeMo6,375
1425067405.76,WeMo1,158440
1425067405.78,WeMo3,0
1425067405.79,WeMo5,0
1425067405.81,WeMo4,25525
1425067405.83,WeMo6,375
1425067405.85,WeMo1,158440
1425067405.91,WeMo3,0
1425067405.94,WeMo5,0
1425067406.0,WeMo4,25525
1425067406.04,WeMo6,380
1425067406.07,WeMo1,157660
1425067406.1,WeMo3,0
1425067406.15,WeMo5,0
1425067406.16,WeMo4,25525
1425067406.2,WeMo6,380
1425067406.22,WeMo1,157660
1425067406.25,WeMo3,0
1425067406.27,WeMo5,0
1425067406.29,WeMo4,25525
1425067406.32,WeMo6,380
1425067406.34,WeMo1,157660
1425067406.36,WeMo3,0
1425067406.38,WeMo5,0
1425067406.4,WeMo4,25525
1425067406.43,WeMo6,380
1425067406.45,WeMo1,157660
1425067406.49,WeMo3,0
1425067406.5,WeMo5,0
1425067406.52,WeMo4,25525
1425067406.55,WeMo6,380
1425067406.56,WeMo1,157660
1425067406.59,WeMo3,0
1425067406.61,WeMo5,0
1425067406.65,WeMo4,25490
1425067406.67,WeMo6,380
1425067406.69,WeMo1,157660
1425067406.71,WeMo3,0
1425067406.72,WeMo5,0
1425067406.75,WeMo4,25490
1425067406.76,WeMo6,380
1425067406.79,WeMo1,157660
1425067406.8,WeMo3,0
1425067406.82,WeMo5,0
1425067406.84,WeMo4,25490
1425067406.86,WeMo6,380
1425067406.88,WeMo1,157660
1425067406.89,WeMo3,0
1425067406.91,WeMo5,0
1425067406.93,WeMo4,25490
1425067406.95,WeMo6,380
1425067406.97,WeMo1,157660
1425067406.98,WeMo3,0
1425067407.01,WeMo5,0
1425067407.02,WeMo4,25490
1425067407.05,WeMo6,380
1425067407.06,WeMo1,157660
1425067407.08,WeMo3,0
1425067407.1,WeMo5,0
1425067407.12,WeMo4,25490
1425067407.14,WeMo6,380
1425067407.16,WeMo1,157615
1425067407.18,WeMo3,0
1425067407.19,WeMo5,0
1425067407.21,WeMo4,25490
1425067407.23,WeMo6,380
1425067407.24,WeMo1,157615
1425067407.27,WeMo3,0
1425067407.29,WeMo5,0
1425067407.31,WeMo4,25490
1425067407.33,WeMo6,380
1425067407.35,WeMo1,157615
1425067407.36,WeMo3,0
1425067407.38,WeMo5,0
1425067407.4,WeMo4,25490
1425067407.41,WeMo6,380
1425067407.43,WeMo1,157615
1425067407.46,WeMo3,0
1425067407.48,WeMo5,0
1425067407.49,WeMo4,25490
1425067407.52,WeMo6,380
1425067407.53,WeMo1,157615
1425067407.55,WeMo3,0
1425067407.57,WeMo5,0
1425067407.59,WeMo4,25515
1425067407.61,WeMo6,380
1425067407.63,WeMo1,157615
1425067407.65,WeMo3,0
1425067407.67,WeMo5,0
1425067407.69,WeMo4,25515
1425067407.71,WeMo6,380
1425067407.73,WeMo1,157615
1425067407.75,WeMo3,0
1425067407.78,WeMo5,0
1425067407.8,WeMo4,25515
1425067407.82,WeMo6,380
1425067407.84,WeMo1,157615
1425067407.87,WeMo3,0
1425067407.88,WeMo5,0
1425067407.9,WeMo4,25515
1425067407.91,WeMo6,375
1425067407.93,WeMo1,157615
1425067407.95,WeMo3,0
1425067407.97,WeMo5,0
1425067407.98,WeMo4,25515
1425067407.99,WeMo6,375
1425067408.01,WeMo1,157615
1425067408.03,WeMo3,0
1425067408.05,WeMo5,0
1425067408.07,WeMo4,25515
1425067408.08,WeMo6,375
1425067408.1,WeMo1,156785
1425067408.12,WeMo3,0
1425067408.14,WeMo5,0
1425067408.16,WeMo4,25515
1425067408.17,WeMo6,375
1425067408.19,WeMo1,156785
1425067408.21,WeMo3,0
1425067408.25,WeMo5,0
1425067408.27,WeMo4,25515
1425067408.32,WeMo6,375
1425067408.36,WeMo1,156785
1425067408.4,WeMo3,0
1425067408.48,WeMo5,0
1425067408.5,WeMo4,25515
1425067408.54,WeMo6,375
1425067408.55,WeMo1,156785
1425067408.58,WeMo3,0
1425067408.61,WeMo5,0
1425067408.63,WeMo4,25530
1425067408.65,WeMo6,375
1425067408.67,WeMo1,156785
1425067408.69,WeMo3,0
1425067408.77,WeMo5,0
1425067408.79,WeMo4,25530
1425067408.8,WeMo6,375
1425067408.82,WeMo1,156785
1425067408.84,WeMo3,0
1425067408.86,WeMo5,0
1425067408.88,WeMo4,25530
1425067408.9,WeMo6,360
1425067408.91,WeMo1,156785
1425067408.93,WeMo3,0
1425067408.95,WeMo5,0
1425067408.97,WeMo4,25530
1425067408.99,WeMo6,360
1425067409.01,WeMo1,156785
1425067409.02,WeMo3,0
1425067409.04,WeMo5,0
1425067409.07,WeMo4,25530
1425067409.11,WeMo6,360
1425067409.13,WeMo1,156795
1425067409.15,WeMo3,0
1425067409.16,WeMo5,0
1425067409.2,WeMo4,25530
1425067409.22,WeMo6,360
1425067409.23,WeMo1,156795
1425067409.26,WeMo3,0
1425067409.28,WeMo5,0
1425067409.31,WeMo4,25530
1425067409.32,WeMo6,360
1425067409.35,WeMo1,156795
1425067409.36,WeMo3,0
1425067409.38,WeMo5,0
1425067409.39,WeMo4,25530
1425067409.41,WeMo6,360
1425067409.43,WeMo1,156795
1425067409.45,WeMo3,0
1425067409.47,WeMo5,0
1425067409.49,WeMo4,25530
1425067409.52,WeMo6,360
1425067409.54,WeMo1,156795
1425067409.56,WeMo3,0
1425067409.58,WeMo5,0
1425067409.6,WeMo4,25550
1425067409.63,WeMo6,360
1425067409.65,WeMo1,156795
1425067409.72,WeMo3,0
1425067409.74,WeMo5,0
1425067409.75,WeMo4,25550
1425067409.77,WeMo6,360
1425067409.79,WeMo1,156795
1425067409.83,WeMo3,0
1425067409.86,WeMo5,0
1425067409.89,WeMo4,25550
1425067410.22,WeMo6,355
1425067410.45,WeMo1,157065
1425067410.53,WeMo3,0
1425067410.6,WeMo5,0
1425067410.68,WeMo4,25560
1425067410.74,WeMo6,345
1425067410.93,WeMo1,157065
1425067411.09,WeMo3,0
1425067411.2,WeMo5,0
1425067411.28,WeMo4,25560
1425067411.45,WeMo6,345
1425067411.5,WeMo1,162745
1425067411.57,WeMo3,0
1425067411.68,WeMo5,0
1425067411.73,WeMo4,25595
1425067411.82,WeMo6,345
1425067411.87,WeMo1,162745
1425067411.94,WeMo3,0
1425067411.98,WeMo5,0
1425067412.02,WeMo4,25595
1425067412.04,WeMo6,335
1425067412.05,WeMo1,162745
1425067412.08,WeMo3,0
1425067412.1,WeMo5,0
1425067412.12,WeMo4,25595
1425067412.14,WeMo6,335
1425067412.15,WeMo1,166450
1425067412.18,WeMo3,0
1425067412.2,WeMo5,0
1425067412.22,WeMo4,25595
1425067412.25,WeMo6,335
1425067412.26,WeMo1,166450
1425067412.28,WeMo3,0
1425067412.29,WeMo5,0
1425067412.32,WeMo4,25595
1425067412.34,WeMo6,335
1425067412.36,WeMo1,166450
1425067412.38,WeMo3,0
1425067412.4,WeMo5,0
1425067412.42,WeMo4,25595
1425067412.44,WeMo6,335
1425067412.46,WeMo1,166450
1425067412.5,WeMo3,0
1425067412.52,WeMo5,0
1425067412.55,WeMo4,25595
1425067412.59,WeMo6,335
1425067412.6,WeMo1,166450
1425067412.65,WeMo3,0
1425067412.67,WeMo5,0
1425067412.72,WeMo4,25600
1425067412.74,WeMo6,335
1425067412.75,WeMo1,166450
1425067412.78,WeMo3,0
1425067412.81,WeMo5,0
1425067412.83,WeMo4,25600
1425067412.85,WeMo6,335
1425067412.87,WeMo1,166450
1425067412.9,WeMo3,0
1425067412.91,WeMo5,0
1425067412.93,WeMo4,25600
1425067412.94,WeMo6,320
1425067412.96,WeMo1,166450
1425067413.01,WeMo3,0
1425067413.03,WeMo5,0
1425067413.05,WeMo4,25600
1425067413.06,WeMo6,320
1425067413.09,WeMo1,166450
1425067413.1,WeMo3,0
1425067413.12,WeMo5,0
1425067413.14,WeMo4,25600
1425067413.16,WeMo6,320
1425067413.18,WeMo1,168540
1425067413.21,WeMo3,0
1425067413.22,WeMo5,0
1425067413.24,WeMo4,25600
1425067413.26,WeMo6,320
1425067413.28,WeMo1,168540
1425067413.32,WeMo3,0
1425067413.43,WeMo5,0
1425067413.45,WeMo4,25600
1425067413.47,WeMo6,320
1425067413.48,WeMo1,168540
1425067413.51,WeMo3,0
1425067413.53,WeMo5,0
1425067413.54,WeMo4,25600
1425067413.57,WeMo6,320
1425067413.58,WeMo1,168540
1425067413.61,WeMo3,0
1425067413.63,WeMo5,0
1425067413.65,WeMo4,25575
1425067413.67,WeMo6,320
1425067413.69,WeMo1,168540
1425067413.71,WeMo3,0
1425067413.72,WeMo5,0
1425067413.73,WeMo4,25575
1425067413.76,WeMo6,320
1425067413.77,WeMo1,168540
1425067413.79,WeMo3,0
1425067413.82,WeMo5,0
1425067413.83,WeMo4,25575
1425067413.85,WeMo6,320
1425067413.87,WeMo1,168540
1425067413.88,WeMo3,0
1425067413.91,WeMo5,0
1425067413.92,WeMo4,25575
1425067413.93,WeMo6,330
1425067413.95,WeMo1,168540
1425067413.97,WeMo3,0
1425067414.0,WeMo5,0
1425067414.03,WeMo4,25575
1425067414.05,WeMo6,330
1425067414.07,WeMo1,168540
1425067414.09,WeMo3,0
1425067414.1,WeMo5,0
1425067414.12,WeMo4,25575
1425067414.14,WeMo6,330
1425067414.15,WeMo1,168010
1425067414.17,WeMo3,0
1425067414.19,WeMo5,0
1425067414.21,WeMo4,25575
1425067414.23,WeMo6,330
1425067414.25,WeMo1,168010
1425067414.27,WeMo3,0
1425067414.29,WeMo5,0
1425067414.3,WeMo4,25575
1425067414.33,WeMo6,330
1425067414.34,WeMo1,168010
1425067414.36,WeMo3,0
1425067414.38,WeMo5,0
1425067414.39,WeMo4,25575
1425067414.41,WeMo6,330
1425067414.43,WeMo1,168010
1425067414.45,WeMo3,0
1425067414.46,WeMo5,0
1425067414.48,WeMo4,25575
1425067414.5,WeMo6,330
1425067414.52,WeMo1,168010
1425067414.53,WeMo3,0
1425067414.55,WeMo5,0
1425067414.56,WeMo4,25575
1425067414.58,WeMo6,330
1425067414.6,WeMo1,168010
1425067414.61,WeMo3,0
1425067414.63,WeMo5,0
1425067414.65,WeMo4,25565
1425067414.67,WeMo6,330
1425067414.69,WeMo1,168010
1425067414.71,WeMo3,0
1425067414.74,WeMo5,0
1425067414.75,WeMo4,25565
1425067414.77,WeMo6,330
1425067414.78,WeMo1,168010
1425067414.8,WeMo3,0
1425067414.83,WeMo5,0
1425067414.85,WeMo4,25565
1425067414.87,WeMo6,330
1425067414.9,WeMo1,168010
1425067414.91,WeMo3,0
1425067414.93,WeMo5,0
1425067414.96,WeMo4,25565
1425067414.98,WeMo6,350
1425067415.0,WeMo1,168010
1425067415.02,WeMo3,0
1425067415.05,WeMo5,0
1425067415.07,WeMo4,25565
1425067415.09,WeMo6,350
1425067415.11,WeMo1,168010
1425067415.12,WeMo3,0
1425067415.14,WeMo5,0
1425067415.16,WeMo4,25565
1425067415.18,WeMo6,350
1425067415.2,WeMo1,170835
1425067415.21,WeMo3,0
1425067415.24,WeMo5,0
1425067415.25,WeMo4,25565
1425067415.28,WeMo6,350
1425067415.29,WeMo1,170835
