2015-01-25 23:14:00, 0.0721, 21.8677
2015-01-25 23:14:00, 0.0721, 22.6899
2015-01-25 23:14:04, 0.0645, 21.4599
2015-01-25 23:14:06, 0.0645, 19.1828
2015-01-25 23:14:08, 0.0645, 17.4284
2015-01-25 23:14:10, 0.0645, 17.5493
2015-01-25 23:14:12, 0.0645, 19.5337
2015-01-25 23:14:14, 0.0645, 21.7785
2015-01-25 23:14:16, 0.0645, 22.1880
2015-01-25 23:14:18, 0.0721, 21.5769
2015-01-25 23:14:20, 0.0683, 18.6004
2015-01-25 23:14:22, 0.0645, 17.7074
2015-01-25 23:14:24, 0.0645, 19.5107
2015-01-25 23:14:26, 0.0683, 22.4983
2015-01-25 23:14:28, 0.0645, 22.1780
2015-01-25 23:14:30, 0.0645, 19.8819
2015-01-25 23:14:32, 0.0683, 18.1437
2015-01-25 23:14:34, 0.0645, 17.5990
2015-01-25 23:14:36, 0.0645, 19.6763
2015-01-25 23:14:38, 0.0683, 23.1851
2015-01-25 23:14:40, 0.0645, 21.7702
2015-01-25 23:14:42, 0.0645, 19.5356
2015-01-25 23:14:45, 0.0645, 17.4714
2015-01-25 23:14:47, 0.0645, 17.6562
2015-01-25 23:14:49, 0.0645, 19.7857
2015-01-25 23:14:51, 0.0645, 21.9377
2015-01-25 23:14:53, 0.0645, 21.4474
2015-01-25 23:14:55, 0.0645, 19.1825
2015-01-25 23:14:57, 0.0645, 17.4318
2015-01-25 23:14:59, 0.0645, 17.7369
2015-01-25 23:15:01, 0.0645, 20.0260
2015-01-25 23:15:03, 0.0645, 21.7408
2015-01-25 23:15:05, 0.0645, 21.8788
2015-01-25 23:15:07, 0.0645, 20.1899
2015-01-25 23:15:09, 0.0645, 18.1265
2015-01-25 23:15:11, 0.0645, 17.3512
2015-01-25 23:15:13, 0.0645, 18.8057
2015-01-25 23:15:15, 0.0645, 21.0775
2015-01-25 23:15:17, 0.0645, 22.0647
2015-01-25 23:15:19, 0.0645, 21.5583
2015-01-25 23:15:21, 0.0645, 19.2788
2015-01-25 23:15:23, 0.0645, 17.3512
2015-01-25 23:15:25, 0.0683, 18.6677
2015-01-25 23:15:27, 0.0645, 20.2703
2015-01-25 23:15:29, 0.0645, 22.1585
2015-01-25 23:15:31, 0.0645, 21.5237
2015-01-25 23:15:33, 0.0645, 19.1869
2015-01-25 23:15:35, 0.0683, 18.0760
2015-01-25 23:15:37, 0.0645, 18.4147
2015-01-25 23:15:40, 0.0645, 20.8752
2015-01-25 23:15:42, 0.0683, 23.0046
2015-01-25 23:15:44, 0.0645, 21.5369
2015-01-25 23:15:46, 0.0645, 19.0551
2015-01-25 23:15:48, 0.0645, 17.4136
2015-01-25 23:15:50, 0.0683, 18.9415
2015-01-25 23:15:52, 0.0683, 22.3777
2015-01-25 23:15:54, 0.0645, 22.1631
2015-01-25 23:15:56, 0.0645, 21.0647
2015-01-25 23:15:58, 0.0683, 18.9436
2015-01-25 23:16:00, 0.0645, 17.2745
2015-01-25 23:16:02, 0.2125, 52.4581
2015-01-25 23:16:04, 0.1935, 57.1222
2015-01-25 23:16:06, 0.1860, 57.2867
2015-01-25 23:16:08, 0.1898, 52.7672
2015-01-25 23:16:10, 0.2125, 48.6561
